rank,status,reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
770,not_an_operator,gate3:vacation_rental_listing,Mountain Condo w / Fireplace in Kirkwood Ski Resort,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJV11RMKz2mYARp--zQd8P3P0,https://maps.google.com/?cid=18292513238026547111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
771,not_an_operator,gate3:vacation_rental_listing,Mountain Condo with Fireplace in Kirkwood Ski Resort - Apartment,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ6QZQMKz2mYARpSY5e0WQlME,https://maps.google.com/?cid=13948932573967754917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
772,not_an_operator,gate3:vacation_rental_listing,Mountain Home! 5-minutes From Diamond Peak Ski Resort Birchwood by Avantstay,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJef2wcUZwmYARkF2vYmfwW3M,https://maps.google.com/?cid=8312501864070339984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
773,not_an_operator,gate3:vacation_rental_listing,Mountain Retreat - Sleeps 7 - Canoe - Fireplace,,Lodging,lodging,OPERATIONAL,,0,true,canoe,canoe rental,core,standard,covered_tile,0,operator,,,,,ChIJRweEkUvom4ARmhu9g2B0XBU,https://maps.google.com/?cid=1539233130529758106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
774,not_an_operator,gate3:vacation_rental_listing,Mountain Retreat | Canoe | Fireplace | Views,,Lodging,lodging,OPERATIONAL,,0,true,canoe,canoe rental,core,standard,covered_tile,0,operator,,,,,ChIJ914qkkvom4ARjjGwxWM_hLM,https://maps.google.com/?cid=12935533727465877902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
775,not_an_operator,gate3:vacation_rental_listing,Mountain Retreat Donner Ski Bowl - One Bedroom Apartment,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ4RweBi7nm4ARSvzObRzcbmc,https://maps.google.com/?cid=7453136448004226122&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
776,not_an_operator,gate3:vacation_rental_listing,Mountain Retreat: Cozy condo at Ski Way Ridge for your Lake Tahoe escape,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ7c_YGEpwmYARVZiWHO5Zebc,https://maps.google.com/?cid=13220697060339521621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
777,not_an_operator,gate3:vacation_rental_listing,Mountain Retreat: Cozy condo at Ski Way Ridge for your Lake Tahoe escape,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJBykSGUpwmYAR2ujo6C_alHU,https://maps.google.com/?cid=8472636698296641754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
778,not_an_operator,gate3:vacation_rental_listing,Mountain Rustic Ski House Tahoe-Reno Mt Rose-Snow Resort 1.5 Miles,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ639JJyJsmYAR0VHaAYTg82U,https://maps.google.com/?cid=7346462274742800849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
779,not_an_operator,gate3:vacation_rental_listing,Mountain Rustic Ski House Tahoe-Reno Mt Rose-Snow Resort 1.5 Miles,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ639JJyJsmYARZVZeqSsREUE,https://maps.google.com/?cid=4688547566292194917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
780,not_an_operator,gate3:vacation_rental_listing,"Mountain Serenity | Ski, Golf, Casino and Lake within 5 mile",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJQ_csbbKQmYARb57Yb9-v830,https://maps.google.com/?cid=9075791048270716527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
781,not_an_operator,gate3:vacation_rental_listing,"Mountain Serenity, near Ski, Golf, Casino, Lake",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJaSCzErKQmYARX6gkoDI8uCg,https://maps.google.com/?cid=2934161345364666463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
782,not_an_operator,gate3:vacation_rental_listing,Mountain side ski up premium winter villa with all amenities,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ2WgneZ6amYARVPVCzM_m_mc,https://maps.google.com/?cid=7493680610150643028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
783,not_an_operator,gate3:vacation_rental_listing,Mountain Trail Lodge at Ski Run,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJwZy4hRGQmYARh4tGw7iatF0,https://maps.google.com/?cid=6752191859676056455&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
784,not_an_operator,gate3:vacation_rental_listing,Mountain-Chic 2BR Ski Chalet in Prime Incline Village walk to Diamond Peak Ski,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJi0CJ6s1xmYARMr45iKZI3FI,https://maps.google.com/?cid=5970727086073691698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
785,not_an_operator,gate3:vacation_rental_listing,Mountainside by Tahoe Getaways - Luxury Pet-Friendly Northstar Ski-in Ski-Out - Swimming Pool and Gym! - Three-Bedroom House,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJC2A5_DhimYAR9yGPKJzWxTY,https://maps.google.com/?cid=3946796614643818999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
786,not_an_operator,gate3:vacation_rental_listing,Mtn & Lake Views: Incline Village Ski Chalet,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJJ-YoZzBwmYAR7tvP6MNHb9E,https://maps.google.com/?cid=15091359783091952622&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
787,not_an_operator,gate3:vacation_rental_listing,"Mtn Hideaway (Rm) @ Granlibakken, near Lake & Ski",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJhQXwGYZ9mYARwPU8IbVmcic,https://maps.google.com/?cid=2842447242956961216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
788,not_an_operator,gate3:vacation_rental_listing,"Mtn Retreat(Studio) @Granlibakken, near Lake & ski",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJhQXwGYZ9mYARkrQFqThsZG0,https://maps.google.com/?cid=7882544238414902418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
789,not_an_operator,gate3:vacation_rental_listing,Mtn-view Haven w/ Hot Tub! 28 Mi to Mt Rose Ski,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJt902cd87mYARzPoKSU8bOyQ,https://maps.google.com/?cid=2610710436333157068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
790,not_an_operator,gate3:vacation_rental_listing,Mtn-View Haven w/ Hot Tub! 28 Mi to Mt Rose Ski,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJAXgqM2I5mYARI12XlbWIPkU,https://maps.google.com/?cid=4989575750653271331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
791,not_an_operator,gate3:vacation_rental_listing,Mtn-View Haven w/ Hot Tub! 28 Mi to Mt Rose Ski,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJAXgqM2I5mYARtORmtaZ3U0w,https://maps.google.com/?cid=5499871127841203380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
792,not_an_operator,gate3:vacation_rental_listing,My Oasis at Ski Bowl Condos - Two Bedroom Apartment,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJL5Rfry_nm4ARoK6r3OyjDEI,https://maps.google.com/?cid=4759359143933619872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
793,not_an_operator,gate3:vacation_rental_listing,Near Donner Lake & Skiing: Soda Springs Cabin!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJZ3DBe__om4AROSR6jg829XE,https://maps.google.com/?cid=8211528936022746169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
794,not_an_operator,gate3:vacation_rental_listing,Near Donner Lake & Skiing: Soda Springs Cabin!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJZ3DBe__om4ARppzsDPn4SZI,https://maps.google.com/?cid=10541230151384734886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
795,not_an_operator,gate3:vacation_rental_listing,Near Ski Resorts & Trails: Truckee Home w/ Hot Tub,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJH9DeQb3gm4ARJ--LCCSgXLw,https://maps.google.com/?cid=13572899453610487591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
796,not_an_operator,gate3:vacation_rental_listing,Near Ski Resorts & Trails: Truckee Home w/ Hot Tub,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ_5gDepfgm4ARMtkIHNButHs,https://maps.google.com/?cid=8913871402575649074&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
797,not_an_operator,gate3:vacation_rental_listing,Near Ski Resorts and Trails Truckee Home with Hot Tub - Vacation Home,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJiXIDepfgm4AR3qrQLXcPeHo,https://maps.google.com/?cid=8824820474376661726&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
798,not_an_operator,gate3:vacation_rental_listing,Near Ski Resorts Trails: Truckee Home w/ Hot Tub - House (3 Bedrooms),,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJGZgEepfgm4ARwEqnpd6Yda8,https://maps.google.com/?cid=12643179610941901504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
799,not_an_operator,gate3:vacation_rental_listing,"Near Ski Resorts, Downtown Truckee, & Donner Lake Basque Lodge by Avantstay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJNVT48dNjmYARvsJ027FPEC0,https://maps.google.com/?cid=3247182956643795646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
800,not_an_operator,gate3:vacation_rental_listing,"Near Ski, Beach, & Hiking Trails + Clubhouse Pool & Hot Tub Access | Juanita Blue by AvantStay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ67LljhVwmYARmoRNY_D33Qc,https://maps.google.com/?cid=566881739948786842&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
801,not_an_operator,gate3:vacation_rental_listing,"Near Ski, Beach, & Hiking Trails + Clubhouse Pool & Hot Tub Access Juanita Blue by Avantstay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJXWykahRwmYARJF14loMcsk8,https://maps.google.com/?cid=5742683826341567780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
802,not_an_operator,gate3:vacation_rental_listing,"Near Ski, Beach, & Hiking Trails + Clubhouse Pool & Hot Tub Access Juanita Blue by Avantstay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ67LljhVwmYARj5xqf-70LL8,https://maps.google.com/?cid=13775654665396591759&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
803,not_an_operator,gate3:vacation_rental_listing,Near Skiing & Hiking: Carnelian Bay Cabin,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJh97DtVZjmYARnVTo__IeIc8,https://maps.google.com/?cid=14925244669106869405&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
804,not_an_operator,gate3:vacation_rental_listing,Near Skiing & Hiking: Carnelian Bay Cabin,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJh97DtVZjmYAR09TN7ARFZug,https://maps.google.com/?cid=16746148151878866131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
805,not_an_operator,gate3:vacation_rental_listing,Near Skiing and Hiking Carnelian Bay Cabin - Vacation Home,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJh97DtVZjmYARjdpHAO-qMZ4,https://maps.google.com/?cid=11399080075330050701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
806,not_an_operator,gate3:vacation_rental_listing,Near Skiing Hiking: Carnelian Bay Cabin - House (3 Bedrooms),,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJh97DtVZjmYARkWJNNbEGSSM,https://maps.google.com/?cid=2542570822800597649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
807,not_an_operator,gate3:vacation_rental_listing,NEW Alpenglow House - 5 min Ski Shuttle + Hot Tub,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJJeZbnDXYm4ARO2xXVfgLnMw,https://maps.google.com/?cid=14743672441315748923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
808,not_an_operator,gate3:vacation_rental_listing,New Custom Ski-In /Ski-Out Big Springs at Northstar Luxury Residence!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJmY99QztimYARUQXI4CIFw8U,https://maps.google.com/?cid=14250239293288613201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
809,not_an_operator,gate3:vacation_rental_listing,New Listing! Ski-In /Ski-Out Northstar Constellation,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ-f2srzhimYARHTgeM84o_DQ,https://maps.google.com/?cid=3817971450189330461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
810,not_an_operator,gate3:vacation_rental_listing,New Listing! Slopeside Sanctuary at Home Run Trail Ski-In /Ski-Out,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJGZVj4ThimYARu_VSoLR6KsE,https://maps.google.com/?cid=13919072514544432571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
811,not_an_operator,gate3:vacation_rental_listing,"New Remodel Lakeside Luxe; Private Beach, Ice Skate, Sled, WinterFun@LakeTahoe!",,Lodging,lodging,OPERATIONAL,,0,true,ice-skate,ice skate rental,core,standard,covered_tile,0,operator,,,,,ChIJqbuMYctkmYAR2kvcVBXmE_g,https://maps.google.com/?cid=17875884325256055770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
812,not_an_operator,gate3:vacation_rental_listing,NEW Ski Bum in Palisades Tahoe w /free mt shuttle Share Save,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ2aDu4UrYm4ARC5k3uyivQ9A,https://maps.google.com/?cid=15007030972803160331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
813,not_an_operator,gate3:vacation_rental_listing,New Years at Luxury Northstar Lodge! 15% off week rental/500 ft from ski gondola,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJX_2E9TBimYARNqyKaw8GN30,https://maps.google.com/?cid=9022687041758604342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
814,not_an_operator,gate3:vacation_rental_listing,"Newer Built ski to ski lift , Extra Master Bedroom ,Sleeps 10",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJdUdnGdh_mYARX-8GTEV8jBQ,https://maps.google.com/?cid=1480695014568161119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
815,not_an_operator,gate3:vacation_rental_listing,"Newer Built ski to ski lift , Extra Master Bedroom ,Sleeps 10",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,,,,ChIJdUdnGdh_mYARbsXWRqxLXao,https://maps.google.com/?cid=12276051362576778606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
816,not_an_operator,gate3:vacation_rental_listing,Newly Remodeled Ski in Ski Out Cabinette,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJuZIz_y_nm4ARgefVGS-LR0c,https://maps.google.com/?cid=5136226934452512641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
817,not_an_operator,gate3:vacation_rental_listing,Newly Remodeled Ski in Ski Out Cabinette,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ8Qox_y_nm4AR_thSdF1kHtE,https://maps.google.com/?cid=15068591755774580990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
818,not_an_operator,gate3:vacation_rental_listing,"NICELY REMODELED TRANQUIL MOUNTAIN VIEW CONDO, SKI TO LIFTS.",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJuxyrBLGQmYAR0gWpIF6xjWc,https://maps.google.com/?cid=7461815175455770066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
819,not_an_operator,gate3:vacation_rental_listing,North Lake Charmer-Minutes to Northstar Ski Resort,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJi4qLSd1kmYARK9u7jeF13rA,https://maps.google.com/?cid=12744753607111072555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
820,not_an_operator,gate3:vacation_rental_listing,North Lake Tahoe Alpine Retreat 5 Min to Skiing,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJOYfTjYbXm4ARshnUWRWHHsQ,https://maps.google.com/?cid=14131881206506330546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
821,not_an_operator,gate3:vacation_rental_listing,North Lake Tahoe House: Ski Beach,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJbVJRMtVkmYARnLQ0wppd6e8,https://maps.google.com/?cid=17287451563902940316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
822,not_an_operator,gate3:vacation_rental_listing,"North Lake Tahoe Kings Beach Townhome, 5-min walk to lake, close to ski resorts",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJGSGCG9R6mYARGes8KWBMyrs,https://maps.google.com/?cid=13531712006280506137&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
823,not_an_operator,gate3:vacation_rental_listing,"NORTH LAKE TAHOE VACATION RENTAL WITH SKI AND MOUNTAIN VIEWS, HIKE & BIKE TRAILS",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski; cycling; mtb,bike rental; mountain bike rental; ski rental,core,standard,covered_tile,0,operator,,,,,ChIJX5zuX8xxmYAROZT10PlTecY,https://maps.google.com/?cid=14301554424109438009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
824,not_an_operator,gate3:vacation_rental_listing,North Shore Lake Tahoe - Near Ski Resort and Beach,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJM6HA9r9kmYARUqTOCFiRGho,https://maps.google.com/?cid=1880975601671513170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
825,not_an_operator,gate3:vacation_rental_listing,"Northlake Escape and Outlook– Bike, Drive or Walk to Lake, Trails, Downtown Fun!",,Lodging,lodging,OPERATIONAL,,0,true,cycling,bike rental,core,standard,covered_tile,0,operator,,,,,ChIJcfD-oh59mYARt-3tLjhnhOA,https://maps.google.com/?cid=16178169252424838583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
826,not_an_operator,gate3:vacation_rental_listing,Northstar 2BR Walk to Village Bike Hike Rec Center - Apartment,,Lodging,lodging,OPERATIONAL,,0,true,cycling,bike rental,core,standard,covered_tile,0,operator,,,,,ChIJcxtfCDJimYARVXqmN_xyt58,https://maps.google.com/?cid=11508793800359574101&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
827,not_an_operator,gate3:vacation_rental_listing,"NorthStar Espresso_Lift Views, Walk To Village, Ski In /Out +PinBall Arcade RecPass(Gym /Pool /Sauna)",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJY3Eq5jNimYARjAf6g_Lf9JA,https://maps.google.com/?cid=10445219668468303756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
828,not_an_operator,gate3:vacation_rental_listing,"NorthStar Espresso_Lift Views, Walk To Village, Ski In/Out +PinBall Arcade & RecPass(Gym/Pool/Sauna)",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJc-T1wzZimYARMsU6h7stnx8,https://maps.google.com/?cid=2278590219923670322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
829,not_an_operator,gate3:vacation_rental_listing,Northstar Lodge 2 BD/2Bath Sleeps 6 Condo: Ski-in/Ski-out,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJX_2E9TBimYARwB7V1UdKsM4,https://maps.google.com/?cid=14893485640104877760&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
830,not_an_operator,gate3:vacation_rental_listing,NorthStar Lodge at Lake Tahoe in walking distance to ski lifts!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ83gV9TBimYARc9n7qxLWuno,https://maps.google.com/?cid=8843616193978554739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
